location,poi_type,Type,latitude,longitude,free_bikes
"000970 - Scala Street, Fitzrovia",['Scottish Restaurant'],Restaurant,51.51991453,-0.136039674,1
"000970 - Scala Street, Fitzrovia",['French Restaurant'],Restaurant,51.51991453,-0.136039674,1
"022182 - South Parade, Chelsea","['Bar', 'Gastropub']",Restaurant,51.48902,-0.17524,5
"022182 - South Parade, Chelsea","['Cafes, Coffee, and Tea Houses', 'Italian Restaurant']",Restaurant,51.48902,-0.17524,5
"022182 - South Parade, Chelsea",['French Restaurant'],Restaurant,51.48902,-0.17524,5
"022182 - South Parade, Chelsea","['Bakery', 'Coffee Shop', 'French Restaurant']",Restaurant,51.48902,-0.17524,5
"022182 - South Parade, Chelsea","['American Restaurant', 'Steakhouse']",Restaurant,51.48902,-0.17524,5
"022182 - South Parade, Chelsea",['Restaurant'],Restaurant,51.48902,-0.17524,5
"022182 - South Parade, Chelsea",['Japanese Restaurant'],Restaurant,51.48902,-0.17524,5
"022182 - South Parade, Chelsea",['Italian Restaurant'],Restaurant,51.48902,-0.17524,5
"022182 - South Parade, Chelsea","['Sushi Restaurant', 'Seafood Restaurant']",Restaurant,51.48902,-0.17524,5
