fsq_id,location_name,name,poi_type,rating,price
626579705282f321c1b05c3d,"200026 - Greenland Road, Camden Town",YiFang Fruit Tea Camden Town,['Bubble Tea Shop'],,
552fa1b7498ebecc18a05c82,"200026 - Greenland Road, Camden Town",Istanblue Bistro Restaurant & Cafe,"['Bistro', 'Cafes, Coffee, and Tea Houses']",,
4c1516997f7f2d7f72d9e168,"001013 - St. Chad's Street, King's Cross",Argyle Square Gardens,['Park'],,
4acf786af964a520e6d320e3,"001013 - St. Chad's Street, King's Cross",King's Cross St. Pancras London Underground Station,['Transport Hub'],,
ff8259a5f2f148cc63f09c06,"022176 - Reardon Street, Wapping",Wapping Gardens,['Park'],,
5a848b777dc9e1675d4c81a2,"001080 - Great Tower Street, Monument",BrewDog Tower Hill,"['Beer Bar', 'Restaurant']",,
5d7d15b326647600071f96ee,"001080 - Great Tower Street, Monument",Philpot Lane Mice Sculpture,"['Public Art', 'Sculpture Garden']",,
4aeb7f26f964a520b0c221e3,"001080 - Great Tower Street, Monument",Proud Cabaret,"['Lounge', 'Gastropub', 'English Restaurant']",,
4be543e72468c92859d4ff42,"001080 - Great Tower Street, Monument",Fen Court Garden,['Sculpture Garden'],,
4ad8e61af964a520cc1521e3,"001089 - Queen's Gate (Central), South Kensington",Oddono's,['Ice Cream Parlor'],,
4f856657e4b0cd08a4893b3b,"001089 - Queen's Gate (Central), South Kensington",The Ampersand Hotel,['Hotel'],,
5834b3ea5da8f457fb1d8e84,"001089 - Queen's Gate (Central), South Kensington",CERU South Kensington,['Middle Eastern Restaurant'],,
4ac518bdf964a520cea220e3,"001089 - Queen's Gate (Central), South Kensington","The Hereford Arms, South Kensington",['Bar'],,
5ad6747d3fcee836cf24c1e6,"001089 - Queen's Gate (Central), South Kensington",Lemon Shisha Lounge,['Lounge'],,
51d19f21454a583f050964f6,"001089 - Queen's Gate (Central), South Kensington",South Kensington Builders,"['Carpenter', 'General Contractor']",,
4dca7acb2271a5cb224ba972,"003428 - Pancras Road, King's Cross",St Pancras Gardens,['Park'],,
4bd303c4b221c9b679a0d8d0,"003428 - Pancras Road, King's Cross",Camley Street Natural Park,['Nature Preserve'],,
4c3e362bb8b4be9adcd2cbef,"003428 - Pancras Road, King's Cross",Purchese Street Open Space,['Park'],,
4bcb0d0efb84c9b6ce0c1e3e,"003428 - Pancras Road, King's Cross",Polygon Road open space,['Park'],,
4e7c607ab803b97a5cd6e149,"003428 - Pancras Road, King's Cross",Kings Cross Dog Park,['Dog Park'],,
4dc6c34de4cd169dc66d289f,"001054 - East Road, Hoxton",Charles Square,['Landmarks and Outdoors'],,
4acf5df2f964a52042d320e3,"001054 - East Road, Hoxton",Old Fountain,"['Pub', 'Restaurant']",,
5a08ab31dec1d60b246b1ad9,"003436 - Derry Street, Kensington",Dishoom,['Indian Restaurant'],,
4baf60fff964a52080fb3be3,"003436 - Derry Street, Kensington",Montparnasse Cafe,"['Café', 'Coffee Shop', 'French Restaurant']",,
4ac518bef964a520f2a220e3,"003436 - Derry Street, Kensington",Elephant & Castle,"['Pub', 'English Restaurant']",,
4bd491d5cfa7b713aa5b24da,"003436 - Derry Street, Kensington",Prezzo,['Italian Restaurant'],,
51a7090d501981ceef878532,"003436 - Derry Street, Kensington",Kensington Town Hall Car Park,['Parking'],,
4be41f9c2457a59391c3a915,"001033 - Paddington Street, Marylebone",Paddington Street Gardens,['Playground'],,
4f8c0e4fe4b0e5ed76ce5083,"001033 - Paddington Street, Marylebone",Madame Tussauds 4D,['Movie Theater'],,
4adb3681f964a520f02421e3,"001033 - Paddington Street, Marylebone",The Marylebone,"['Cocktail Bar', 'Restaurant']",,
4e7b7a8fb0fb5921305bda23,"001033 - Paddington Street, Marylebone",Children's Playground,['Playground'],,
4f58aa907beb8a9809cf1afd,"001033 - Paddington Street, Marylebone",Q-Park Cramer Street,['Parking'],,
4affed13f964a5204b3a22e3,"002678 - Farm Street, Mayfair",Mount Street Gardens,['Urban Park'],,
0ec6a51659534af5f9b4e4da,"002678 - Farm Street, Mayfair",Berkeley Square Gardens,['Park'],,
4bfa6d138f32ef3bc5e004aa,"002678 - Farm Street, Mayfair",Berkeley Square,['Plaza'],,
5f9ae3e37bedd9494d7bb53c,"002678 - Farm Street, Mayfair",The Connaught Patisserie,"['Bakery', 'Cafes, Coffee, and Tea Houses', 'Restaurant']",,
4ac518bff964a52047a320e3,"002678 - Farm Street, Mayfair",Benares,['Indian Restaurant'],,
519133a7498e6e48d1dafb24,"002678 - Farm Street, Mayfair",Mr Fogg's Residence,"['Arts and Entertainment', 'Wine Bar', 'Restaurant']",,
4ad20635f964a520e5de20e3,"002678 - Farm Street, Mayfair",The Punch Bowl,"['Pub', 'Restaurant']",,
5a560d9c535d6f17c1b6ba63,"002678 - Farm Street, Mayfair",Berkeley Street Bar,['Cocktail Bar'],,
4acf1a99f964a5206bd220e3,"200119 - Dorothy Road, Clapham Junction",The Fox & Hounds,"['Pub', 'Restaurant']",,
4dbe7488fa8cee72737f868a,"300068 - Humbolt Road, Fulham",Bayonne Nursery School,['Nursery School'],,
4c151d52a1010f47c9764d18,"300068 - Humbolt Road, Fulham",Lillie Recreational Park,['Park'],,
4ac518d1f964a520dba620e3,"010627 - Grosvenor Square, Mayfair",Grosvenor Square,['Park'],,
5f9ae3e37bedd9494d7bb53c,"010627 - Grosvenor Square, Mayfair",The Connaught Patisserie,"['Bakery', 'Cafes, Coffee, and Tea Houses', 'Restaurant']",,
55a56f2d498e6c5476be4b0e,"010627 - Grosvenor Square, Mayfair",The Mayfair Chippy,"['Fish and Chips Shop', 'Seafood Restaurant']",,
5d9b5232f6332c0008578bbd,"010627 - Grosvenor Square, Mayfair",Mercato Metropolitano Mayfair,['Restaurant'],,
4c8a34649ef0224b958e587b,"010627 - Grosvenor Square, Mayfair",The Rifles Club,['Playground'],,
4ddf7ef4e4cde756db342f2f,"010627 - Grosvenor Square, Mayfair",11 September Memorial Garden,['Sculpture Garden'],,
61ace3fc95cad805b047e0eb,"010627 - Grosvenor Square, Mayfair",Ever After Garden,['Sculpture Garden'],,
4ac518d1f964a520d1a620e3,"003455 - Arundel Street, Temple",Temple Gardens,['Park'],,
4e2d5ca2d164223a6994f74c,"003455 - Arundel Street, Temple",Victoria Embankment Gardens Temple Section,['Landmarks and Outdoors'],,
4fbe85fae4b0a3912de5173e,"003455 - Arundel Street, Temple",Middle Temple Garden,['Park'],,
6120dbefddb0a10357cf0916,"003455 - Arundel Street, Temple",Dodge,['Amusement Park'],,
51a47a6b498ef989137fb56c,"002637 - Bermondsey Street, Bermondsey",St Mary Magdalen Church,['Cemetery'],,
70352b66056d48ed8a3548d3,"001081 - Liverpool Road (N1 Centre), Angel",Palace Amusements,['Amusement Park'],,
e5707be7c61b459d0b562011,"001081 - Liverpool Road (N1 Centre), Angel",Gameworld,['Amusement Park'],,
e4fe3ce0ce384665160f6450,"001081 - Liverpool Road (N1 Centre), Angel",Vegas,"['Amusement Park', 'Chinese Restaurant', 'Thai Restaurant']",,
4c653793e0c4be9a4e798758,"001081 - Liverpool Road (N1 Centre), Angel",Delhi Grill,['Indian Restaurant'],,
4ac518c4f964a52073a420e3,"001081 - Liverpool Road (N1 Centre), Angel",The Angelic,['Bar'],,
5516a9c8498ec1c4b3c0bbec,"001081 - Liverpool Road (N1 Centre), Angel",Culpeper Playground,['Playground'],,
4edba2bef790c045472b749d,"001081 - Liverpool Road (N1 Centre), Angel",Itsu,['Sushi Restaurant'],,
5a63b227a35dce5151832090,"001081 - Liverpool Road (N1 Centre), Angel",Masigo,['Korean Restaurant'],,
4b9d06fbf964a520978936e3,"001081 - Liverpool Road (N1 Centre), Angel",Vue Cinemas,['Movie Theater'],,
4bc2232d461576b050e97c32,"001081 - Liverpool Road (N1 Centre), Angel",The York,"['Pub', 'Restaurant']",,
4d874db002eb548156a067f5,"200048 - Page Street, Westminster",St John's Gardens,['Park'],,
4e4fd4b5ae6051db8dd12539,"200048 - Page Street, Westminster",Vincent Street Playground,['Playground'],,
5b7913b0acc5f5003420cece,"200048 - Page Street, Westminster",Art St Kitchen,['Restaurant'],,
4e79c7627d8bb7882ac76d1e,"200048 - Page Street, Westminster",Millbank Lounge at Mint Hotel Westminster,"['Lounge', 'Restaurant']",,
4e6a11ecb993d5439f086bbf,"300249 - Westminster Pier, Westminster",Parliament Terrace,['Park'],,
4ac518cef964a520f6a520e3,"300249 - Westminster Pier, Westminster",Big Ben (Elizabeth Tower),['Monument'],,
4adf3f57f964a520ad7821e3,"300249 - Westminster Pier, Westminster",Houses of Parliament and Westminster Abbey,['Capitol Building'],,
4ac518cdf964a520e9a520e3,"300032 - Victoria & Albert Museum, South Kensington",Science Museum,['Science Museum'],,
5a09cd46e075500ceb10e292,"300032 - Victoria & Albert Museum, South Kensington",Cast Courts,['Exhibit'],,
4ac518d1f964a520dda620e3,"000984 - Finsbury Circus, Liverpool Street",Finsbury Circus,['Urban Park'],,
58851ddb89151d20aae5d69d,"000984 - Finsbury Circus, Liverpool Street",South Place Chop House,['Dining and Drinking'],,
4ac518d1f964a520d0a620e3,"001079 - Endsleigh Gardens, Euston",Tavistock Square,['Park'],,
346ab83269bf41234ba9e24f,"001079 - Endsleigh Gardens, Euston",Tavistock Square,['Landmarks and Outdoors'],,
4c9dd2938afca093ca6cfa15,"001079 - Endsleigh Gardens, Euston",Euston Station Piazza,"['Plaza', 'Pedestrian Plaza']",,
4be920ba9a54a59317b70a11,"001136 - London Zoo,  The Regent's Park",Primrose Hill Playground,['Playground'],,
4ac51183f964a52048a020e3,"001136 - London Zoo,  The Regent's Park",ZSL London Zoo,['Arts and Entertainment'],,
4df46d4dfa76abc3d8706f12,"002585 - Orsett Terrace, Bayswater",Paddington Station Public Car Park,['Parking'],,
4bc07b6dabf49521b944bf93,"003486 - St. Luke's Church, Chelsea",St Luke's Garden,['Park'],,
4b4077d4f964a52068b825e3,"003486 - St. Luke's Church, Chelsea",St Luke's Playground,['Playground'],,
4bacb537f964a520a1053be3,"003486 - St. Luke's Church, Chelsea",The Chelsea Gardener,['Garden Center'],,
511381bbe4b0085c428ddd4e,"001227 - Devonshire Terrace, Bayswater",Southall Park Day Centre,['Park'],,
4b9e7c20f964a5200ee836e3,"001227 - Devonshire Terrace, Bayswater",Tukdin Flavours of Malaysia,"['Asian Restaurant', 'Malay Restaurant']",,
4ceabab88ef78cfac689a89b,"001227 - Devonshire Terrace, Bayswater",Hapimag Resort London,['Hotel'],,
4ac518b6f964a5201ca120e3,"001227 - Devonshire Terrace, Bayswater",Best Western Mornington Hotel London Hyde Park,['Hotel'],,
4ac518b6f964a520dda020e3,"001227 - Devonshire Terrace, Bayswater",The Paddington Hotel,['Hotel'],,
4ac518b6f964a520f2a020e3,"001227 - Devonshire Terrace, Bayswater",Corus Hotel Hyde Park,['Hotel'],,
4ba865cdf964a52084d939e3,"001227 - Devonshire Terrace, Bayswater",OYO Elysee Hotel,"['Bed and Breakfast', 'Hotel']",,
4ac518b6f964a520ffa020e3,"001227 - Devonshire Terrace, Bayswater",Commodore Hotel,['Hotel'],,
61138e945d183b4e6dea302e,"300213 - Monier Road, Hackney Wick",Barkney Wick,['Coffee Shop'],,
4b1fa2eef964a520922724e3,"003444 - Penywern Road, Earl's Court",Nando's,['Restaurant'],,
4cb16e10aef16dcb00aab954,"003444 - Penywern Road, Earl's Court",YHA London Earl's Court,"['Hostel', 'Hotel']",,
4fecbd82e4b0f29a11129aca,"003444 - Penywern Road, Earl's Court",The Courtyard,"['Sculpture Garden', 'Other Great Outdoors']",,
4bafa216f964a52006123ce3,"001059 - Albert Embankment, Vauxhall","Plaza on the River, London",['Lodging'],,
4be7f1dd88ed2d7f1e39cb1d,"001059 - Albert Embankment, Vauxhall",The Black Dog,['Pub'],,
4baf7ed7f964a52095043ce3,"001186 - Belvedere Road 1, South Bank",Southbank Skate Park,['Skate Park'],,
4db2fed55da3a76f441eb742,"001186 - Belvedere Road 1, South Bank",Queen Elizabeth Hall Roof Garden,['Roof Deck'],,
4d43210a7fb05481381d7279,"001186 - Belvedere Road 1, South Bank",The Green Room,"['Bar', 'English Restaurant']",,
538cd04c498e98c029af44bf,"001186 - Belvedere Road 1, South Bank",Doon Street Car Park,['Parking'],,
5e2d9a887594ce0008020c93,"001186 - Belvedere Road 1, South Bank",Apcoa Car Park,['Parking'],,
4bcc44fc937ca593e3c3aa92,"001026 - Roscoe Street, St. Luke's",Fortune Street Park,['Park'],,
4ac518eef964a52021ad20e3,"001026 - Roscoe Street, St. Luke's",Whitecross Street Market,"['Restaurant', 'Street Food Gathering']",,
4df214cf88772e1f814dd96b,"001026 - Roscoe Street, St. Luke's",Giddy Up Coffee,"['Coffee Shop', 'Restaurant']",,
4c36021404cbb71378f5ed0d,"001026 - Roscoe Street, St. Luke's",LSO St Luke's,"['Concert Hall', 'Music Venue', 'Theater']",,
4c43004cff711b8d77491405,"003502 - Palissy Street, Shoreditch",Arnold Circus,['Monument'],,
501ad602e4b0d73e26d6be2f,"003502 - Palissy Street, Shoreditch",Virginia Garden,['Park'],,
4ac518bbf964a5200ca220e3,"003502 - Palissy Street, Shoreditch",Beigel Bake,"['Bagel Shop', 'Bakery', 'Jewish Restaurant']",,
4b81544cf964a520b89f30e3,"003502 - Palissy Street, Shoreditch",Leila's Shop,"['Bistro', 'Café', 'Coffee Shop']",,
4c28812a97d00f479ee13fea,"003439 - Tavistock Place, Bloomsbury",Brunswick Square Gardens,['Park'],,
4dbec2325da3ff58ec8142e2,"003439 - Tavistock Place, Bloomsbury",Judd Street Open Space,['Park'],,
5c9b40d01c0b34002cb93f76,"003439 - Tavistock Place, Bloomsbury",Bramber Green,['Park'],,
11d972159a284c6dcab71f06,"003439 - Tavistock Place, Bloomsbury",Brunswick Square Gardens,['Park'],,
572a73ed498ea7e4be325374,"003439 - Tavistock Place, Bloomsbury",Casa Tua,['Italian Restaurant'],,
5af41ff75a2c91002cb55d5d,"003439 - Tavistock Place, Bloomsbury",NCP London Kings Cross St Pancras,['Parking'],,
5cfe68c58496ca002c9871f0,"003439 - Tavistock Place, Bloomsbury",NCP London Brunswick Square,['Parking'],,
4b6ee6cdf964a520f1cf2ce3,"200193 - Snowsfields, London Bridge",Leathermarket Gardens,['Landmarks and Outdoors'],,
4b6ee61bf964a520cacf2ce3,"200193 - Snowsfields, London Bridge",Guy Street Park,['Playground'],,
5c94e4fbb9b37b002c6a8431,"200193 - Snowsfields, London Bridge",Vinegar Yard,['Street Food Gathering'],,
4aff302ff964a520a43522e3,"200193 - Snowsfields, London Bridge",The Leather Exchange,"['Pub', 'Sports Bar', 'Restaurant']",,
4c622ccb86b6be9a4da98b34,"200193 - Snowsfields, London Bridge",Union Car Parks,['Parking'],,
5ecb75b9cc34e600071b6e04,"200193 - Snowsfields, London Bridge",NCP London Bridge,['Parking'],,
4c21fbbc11de20a13c1084ce,"000959 - Milroy Walk, South Bank",Bernie Spain Gardens,['Park'],,
4e1856ce183880768f3f8546,"200034 - Wapping Lane, Wapping",Wapping Gardens,['Park'],,
4dbc35ba0437955ec02c2dd0,"200034 - Wapping Lane, Wapping",Waterside Gardens,['Park'],,
ff8259a5f2f148cc63f09c06,"200034 - Wapping Lane, Wapping",Wapping Gardens,['Park'],,
4dad317dec8e445e17700a8b,"001095 - LSBU (Borough Road), Elephant & Castle",Keyworth Street Chapel Garden,['Park'],,
4bc3294d4cdfc9b662ea9621,"001095 - LSBU (Borough Road), Elephant & Castle",Albert Arms,"['Pub', 'Restaurant']",,
5808ab9e38fac5573596a186,"001095 - LSBU (Borough Road), Elephant & Castle",Il Bar Del Mercato,['Beer Garden'],,
4e6e781745dd293273e39ad2,"003423 - Maida Vale, Maida Vale",Wellesley Court,['Office Building'],,
4ee22d5377c8f9d389e47faa,"300001 - Sandilands Road, Walham Green",William Parnell Park,['Playground'],,
4eedceed8b81bbbf5d95f09f,"200162 - Watney Market, Stepney",Cavell Street Gardens,['Park'],,
4f92c44ee4b0f08d3f99c3a0,"001072 - Waterloo Station 3, Waterloo",St John's Churchyard Garden,['Landmarks and Outdoors'],,
4d43210a7fb05481381d7279,"001072 - Waterloo Station 3, Waterloo",The Green Room,"['Bar', 'English Restaurant']",,
4acd8e7df964a52044cc20e3,"001072 - Waterloo Station 3, Waterloo",London Waterloo Railway Station (WAT),['Rail Station'],,
4b62f3b6f964a520775a2ae3,"001072 - Waterloo Station 3, Waterloo",Pleasuredrome,['Spa'],,
4bbdcf1d07809521ddf4da91,"003425 - Northington Street , Holborn",Gray's Inn Gardens,['Park'],,
59b3b756a6fe4d32cdb48598,"003425 - Northington Street , Holborn",Sorted,['Indoor Play Area'],,
4dd7e460d1647fcf3e558cd1,"002694 - Clapham Common Station, Clapham Common",Clapham Common South Side,['Park'],,
4bd43588046076b0957a7771,"002694 - Clapham Common Station, Clapham Common",Venn Street Market,['Grocery Store / Supermarket'],,
4ac518bef964a520f2a220e3,"003441 - Vicarage Gate, Kensington",Elephant & Castle,"['Pub', 'English Restaurant']",,
4f11accce4b0d59e203a362c,"001205 - Black Prince Road, Vauxhall",Lambeth High Street Recreation Ground,['Park'],,
509519b0e4b02645df3f5086,"001205 - Black Prince Road, Vauxhall","Vauxhall, Black Prince Road",['Playground'],,
50253de1e4b0b95e9867cc66,"022160 - Chelsea Bridge, Pimlico",Chelsea Bridge,['Bridge'],,
4dca7acb2271a5cb224ba972,"002686 - Royal College Street, Camden Town",St Pancras Gardens,['Park'],,
4dcba273cc3f83065bd7f729,"002686 - Royal College Street, Camden Town",Goldington Crescent Gardens,['Landmarks and Outdoors'],,
4c07c37c708c2d7fb96eca63,"001047 - Falkirk Street, Hoxton",Hoxton Community Garden,['Park'],,
ac9af714952b47f83c5163f9,"001047 - Falkirk Street, Hoxton",Plonk,['Amusement Park'],,
4ba11c0df964a520ad9837e3,"200197 - Barons Court Station, West Kensington",Margravine Cemetery,['Cemetery'],,
55255015498ec10480196cf8,"300227 - Timber Lodge, Queen Elizabeth Olympic Park",Gaskell's Fort,['Playground'],,
4c7d21ec3e90a1cd265f44be,"200097 - Beryl Road, Hammersmith",Frank Banfield Park,['Park'],,
4fc4a2f3e4b035d6cb1a9c26,"003462 - Royal Avenue 2, Chelsea",Markham Square,['Park'],,
4c30a942a0ced13a256f126e,"003462 - Royal Avenue 2, Chelsea","Startisans, Duke of York Square",['Plaza'],,
4f04597be5faf0bb0bdcfcc6,"003462 - Royal Avenue 2, Chelsea",Joe & the Juice,['Restaurant'],,
4c151d52a1010f47c9764d18,"300028 - Everington Street, Fulham",Lillie Recreational Park,['Park'],,
4dbe7488fa8cee72737f868a,"300028 - Everington Street, Fulham",Bayonne Nursery School,['Nursery School'],,
57010375498efec398364190,"001055 - Wellington Road, St. John's Wood",Chicken Shop and Dirty Burger,['Fast Food Restaurant'],,
4b200f7ff964a520b32c24e3,"001055 - Wellington Road, St. John's Wood",Duke of York,"['Wine Bar', 'Gastropub']",,
4f3cda66a17c8a4ed1dbc12d,"001055 - Wellington Road, St. John's Wood",Q-Park St John's Wood,['Parking'],,
4bf7d2d14a67c928883024cf,"300003 - Eel Brook Common, Walham Green",Eel Brook Common,['Park'],,
51ed92fe498ed43e3cee0b5f,"300003 - Eel Brook Common, Walham Green",Elbrook park,['Park'],,
d225025b7b734ae4f6b08b65,"300003 - Eel Brook Common, Walham Green",Eel Brook Common,['Park'],,
51e393dc498eded900379154,"200120 - Grant Road East, Clapham Junction",Thomas Baines Square,['Park'],,
54c10b49498e47f3d5ace7c9,"001137 - Harper Road, The Borough",Newington Gardens,['Park'],,
4eec8aab775b3c580c62c7bc,"001137 - Harper Road, The Borough",Dickens Square,['Park'],,
54e5db72498e9257e07c7886,"200061 - Westfield Southern Terrace ,Shepherd's Bush",Balans Soho Society,"['Bar', 'Cafes, Coffee, and Tea Houses', 'Restaurant']",,
5ddc466d66ce9000079f28ab,"200061 - Westfield Southern Terrace ,Shepherd's Bush",Bleecker Burger,['Burger Joint'],,
4b1aa781f964a52078ee23e3,"200061 - Westfield Southern Terrace ,Shepherd's Bush",The Bull,"['Pub', 'Gastropub', 'English Restaurant']",,
63a36ad444a0820dd557acb8,"200061 - Westfield Southern Terrace ,Shepherd's Bush",Sticks'n'Sushi - White City,['Sushi Restaurant'],,
4c1516997f7f2d7f72d9e168,"300205 - Cromer Street, Bloomsbury",Argyle Square Gardens,['Park'],,
4ac518f9f964a52012b020e3,"300205 - Cromer Street, Bloomsbury",Calthorpe Project,['Public and Social Service'],,
4ac518d2f964a5201da720e3,"200223 - Ashmole Estate, Oval",50 Bonnington Square Limited,"['Property Management Office', 'Real Estate Agency']",,
4bc9cac00687ef3b9574dacc,"200021 - Hermitage Court, Wapping",Wapping Rose Garden,['Park'],,
4e1856ce183880768f3f8546,"200021 - Hermitage Court, Wapping",Wapping Gardens,['Park'],,
56898c0f498e1315bc0c898e,"200021 - Hermitage Court, Wapping",St John's Churchyard,['Park'],,
4bc07776b492d13a5f42a460,"200021 - Hermitage Court, Wapping",The Turk's Head Wapping,"['Bar', 'Coffee Shop', 'Restaurant']",,
51b31a1c498e641e47e2b7e7,"200255 - Devons Road, Bow",Prospect Park,['Playground'],,
4c9de1c603133704f4f462d5,"003433 - Sadlers Sports Centre, Finsbury",The Arts Catalyst,['Arts and Entertainment'],,
33612f23c3f24cd95509cf25,"003491 - Princes Square, Bayswater",Leinster Square,['Park'],,
